"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","989","Successful login with valid credentials","","Sat Dec 27 06:30:10 UTC 2025","passed","Sat Dec 27 06:30:11 UTC 2025","","","",""
"","992","Successful login with valid credentials","","Sat Dec 27 06:30:09 UTC 2025","passed","Sat Dec 27 06:30:10 UTC 2025","","","",""
"","1865","Successful login with valid credentials","","Sat Dec 27 06:30:08 UTC 2025","passed","Sat Dec 27 06:30:09 UTC 2025","","","",""
"","972","Successful login using standard user","","Sat Dec 27 06:30:11 UTC 2025","passed","Sat Dec 27 06:30:12 UTC 2025","","","",""
